Program,Lokalizacja stacji,F [MHz],Dł.geogr.,Sz.geogr.,Układ wsp.,ERP[kW],H ant.,Dl.dd,Sz.dd,geometry
Radio Maryja,"Szpetal Górny, ul. Leśna 2",100.9,"19E05'53""","52N40'59""",WGS84,0.5011872336272722,45.0,19.098056,52.683056,POINT (19.098056 52.683056)
Białoruskie Radio Racja,Dobrzyniewo Kościelne,98.1,"23E01'28""","53N13'52""",WGS84,120.22644346174125,250.0,23.024444,53.231111,POINT (23.024444 53.231111)
"Radio Złote Przeboje 99,3 FM",Hrubieszów Leszczany,99.5,"23E32'59""","51N02'00""",WGS84,1.0,53.0,23.549722,51.033333,POINT (23.549722 51.033333)
ESKA Koszalin,"Koszalin, ul. Mieszka I 30",95.9,"16E09'28""","54N11'39""",WGS84,1.0,120.0,16.157778,54.194167,POINT (16.157778 54.194167)
ESKA Szczecinek,"Szczecinek, ul. Fabryczna 13",99.0,"16E42'40""","53N41'31""",WGS84,1.0,56.0,16.711111,53.691944,POINT (16.711111 53.691944)
Radio ZET,Łódź ul. Andrzejewskiej 5,92.6,"19E32'16""","51N44'44""",WGS84,12.022644346174122,222.0,19.537778,51.745556,POINT (19.537778 51.745556)
Radio ZET,Łódź ul. Andrzejewskiej 5,92.6,"19E32'16""","51N44'44""",WGS84,12.022644346174122,222.0,19.537778,51.745556,POINT (19.537778 51.745556)
RMF FM,Lubań Nowa Karczma,93.8,"15E10'28""","51N08'58""",WGS84,60.255958607435765,90.0,15.174444,51.149444,POINT (15.174444 51.149444)
Katolickie Radio FIAT,"Częstochowa, ul. Rejtana 37/39",94.7,"19E08'25""","50N47'39""",WGS84,10.000000000000002,117.0,19.140278,50.794167,POINT (19.140278 50.794167)
"Złote Przeboje C 96,6 FM","Częstochowa, ul. Dekabrystów 41",96.6,"19E07'03""","50N49'35""",WGS84,1.0,60.0,19.1175,50.826389,POINT (19.1175 50.826389)
Program 2,Lubań Stóg Izerski,93.2,"15E18'20""","50N53'29""",WGS84,10.000000000000002,50.0,15.305556,50.891389,POINT (15.305556 50.891389)
Radio ZET,Płock Rachocin,97.3,"19E38'59""","52N53'29""",WGS84,60.255958607435765,204.0,19.649722,52.891389,POINT (19.649722 52.891389)
EMAUS-KATOLICKIE RADIO POZNAŃ,Poznań,89.8,"16E59'19""","52N26'11""",WGS84,1.0,180.0,16.988611,52.436389,POINT (16.988611 52.436389)
Radio Maryja,Gniezno ul. 22 Lipca 109,95.4,"17E34'01""","52N31'13""",WGS84,1.0,90.0,17.566944,52.520278,POINT (17.566944 52.520278)
Radio 90 FM,"Rybnik, ul. Podmiejska",90.0,"18E31'08""","50N07'59""",WGS84,3.0199517204020143,217.0,18.518889,50.133056,POINT (18.518889 50.133056)
Radio Maryja,Racibórz Strzybniczek gm. Rudnik,94.3,"18E09'09""","50N07'16""",WGS84,1.9952623149688797,45.0,18.1525,50.121111,POINT (18.1525 50.121111)
Radio ZET,Szczawnica Góra Przehyba,97.8,"20E33'19""","49N28'01""",WGS84,2.5118864315095806,65.0,20.555278,49.466944,POINT (20.555278 49.466944)
Radio ZET,Szczawnica Góra Przehyba,97.8,"20E33'19""","49N28'01""",WGS84,2.5118864315095806,65.0,20.555278,49.466944,POINT (20.555278 49.466944)
RMF FM,Tarnów G. Św. Marcina,95.4,"21E00'51""","49N59'04""",WGS84,10.000000000000002,90.0,21.014167,49.984444,POINT (21.014167 49.984444)
Radio ZET,Włodawa,92.1,"23E33'23""","51N32'48""",WGS84,1.0,95.0,23.556389,51.546667,POINT (23.556389 51.546667)
SuperNova Biała Podlaska,"Biała Podlaska, ul. Warszawska 111",95.8,"23E04'26""","52N02'04""",WGS84,0.5011872336272722,66.0,23.073889,52.034444,POINT (23.073889 52.034444)
Białoruskie Radio Racja,"Biała Podlaska, Al. Solidarności 4",99.2,"23E11'09""","52N02'16""",WGS84,10.000000000000002,83.0,23.185833,52.037778,POINT (23.185833 52.037778)
Program 1,Dobromierz,88.9,"19E55'30""","51N00'00""",WGS84,3.1622776601683795,83.0,19.925,51.0,POINT (19.925 51)
RADIO AKADERA,"Białystok, ul. Zwierzyniecka 4",87.7,"23E08'56""","53N07'10""",WGS84,1.9952623149688797,66.0,23.148889,53.119444,POINT (23.148889 53.119444)
VOX FM,"Białystok, ul. Skłodowskiej 14",88.6,"23E09'03""","53N08'09""",WGS84,0.5011872336272722,58.0,23.150833,53.135833,POINT (23.150833 53.135833)
VOX FM,"Białystok, ul. Andersa 15",88.6,"23E10'11""","53N08'53""",WGS84,0.5011872336272722,116.0,23.169722,53.148056,POINT (23.169722 53.148056)
VOX FM,"Białystok, ul. Andersa 15",88.6,"23E10'11""","53N08'53""",WGS84,0.5011872336272722,116.0,23.169722,53.148056,POINT (23.169722 53.148056)
Radio JARD,"Białystok, ul. Andersa 15",89.2,"23E10'11""","53N08'53""",WGS84,3.0199517204020143,116.0,23.169722,53.148056,POINT (23.169722 53.148056)
RMF Classic,"Białystok, ul. Starowiejska",90.0,"23E06'23""","53N06'39""",WGS84,0.09999999999999998,123.0,23.106389,53.110833,POINT (23.106389 53.110833)
ESKA Białystok,"Białystok, ul. Andersa 15",90.6,"23E10'11""","53N08'53""",WGS84,0.30199517204020165,116.0,23.169722,53.148056,POINT (23.169722 53.148056)
Program 4 - Polskie Radio 24,"Białystok, ul. Starosielce 2/1",91.1,"23E06'24""","53N06'38""",WGS84,0.09999999999999998,123.0,23.106667,53.110556,POINT (23.106667 53.110556)
Złote Przeboje 101 FM,Białystok Starosielce,101.0,"23E06'23""","53N06'37""",WGS84,0.5011872336272722,125.0,23.106389,53.110278,POINT (23.106389 53.110278)
Radio ORTHODOXIA,"Białystok, ul. Antoniuk Fabryczny 13",102.7,"23E07'17""","53N08'49""",WGS84,5.011872336272723,50.0,23.121389,53.146944,POINT (23.121389 53.146944)
RADIO i,Białystok ul. Ks. Abramowicza 1A,103.3,"23E08'39""","53N08'02""",WGS84,1.0,64.0,23.144167,53.133889,POINT (23.144167 53.133889)
Radio Wnet,"Białystok, ul. Starosielce 2",103.9,"23E06'24""","53N06'39""",WGS84,1.0,123.0,23.106667,53.110833,POINT (23.106667 53.110833)
PR II,"15-371 Białystok, ul. Cieszyńska 3",106.4,"23E08'57""","53N07'38""",WGS84,1.0,64.0,23.149167,53.127222,POINT (23.149167 53.127222)
Program 2,"Białystok, Starosielce 2/1",106.4,"23E06'24""","53N06'38""",WGS84,1.0,121.0,23.106667,53.110556,POINT (23.106667 53.110556)
Radio Maryja,Bydgoszcz Al. Wojska Polskiego 7,88.5,"18E00'53""","53N06'59""",WGS84,1.0,37.0,18.014722,53.116389,POINT (18.014722 53.116389)
Radio Maryja,Bydgoszcz Al. Wojska Polskiego 7,88.5,"18E00'53""","53N06'59""",WGS84,1.0,37.0,18.014722,53.116389,POINT (18.014722 53.116389)
RMF MAXXX - Inowrocław,"Inowrocław, ul. Nowa 19",90.8,"18E16'28""","52N46'20""",WGS84,1.0,60.0,18.274444,52.772222,POINT (18.274444 52.772222)
"Złote Przeboje ELITA 92,1 FM","Bydgoszcz, ul. Roztoczańska 2",92.1,"18E03'35""","53N10'08""",WGS84,1.0,75.0,18.059722,53.168889,POINT (18.059722 53.168889)
ESKA Bydgoszcz,Osielsko k/ Bydgoszczy,94.4,"18E04'52""","53N10'09""",WGS84,5.011872336272723,71.0,18.081111,53.169167,POINT (18.081111 53.169167)
RMF Classic,"Bydgoszcz Osielsko, działka 265",95.1,"18E04'57""","53N10'09""",WGS84,1.0,75.0,18.0825,53.169167,POINT (18.0825 53.169167)
Program 4 - Polskie Radio 24,"Bydgoszcz, ul. Piękna 13",96.2,"17E58'58""","53N07'04""",WGS84,1.0,57.0,17.982778,53.117778,POINT (17.982778 53.117778)
Program 4 - Polskie Radio 24,"Bydgoszcz, ul. Chodkiewicza 61",96.2,"18E01'44""","53N07'57""",WGS84,1.0,81.0,18.028889,53.1325,POINT (18.028889 53.1325)
Katolicka Rozgłośnia Diecezji Pelplińskiej - RADIO GŁOS,Chojnice Pl. Kościelny 5,97.1,"17E33'41""","53N41'48""",WGS84,0.09999999999999998,41.0,17.561389,53.696667,POINT (17.561389 53.696667)
Meloradio Inowrocław,"Inowrocław, ul. Fabryczna 4",98.1,"18E14'29""","52N44'57""",WGS84,1.0,149.0,18.241389,52.749167,POINT (18.241389 52.749167)
"Radio POGODA 103,5 FM","Bydgoszcz, ul. Roztoczańska 2",103.5,"18E03'35""","53N10'08""",WGS84,1.0,75.0,18.059722,53.168889,POINT (18.059722 53.168889)
Radio Nakło,"Nakło nad Notecią, ul. Mickiewicza 3",107.5,"17E35'28""","53N09'04""",WGS84,1.0,30.0,17.591111,53.151111,POINT (17.591111 53.151111)
RMF Classic,"Gdańsk Jaśkowa Kopa, ul. Wiślna 6/16",88.4,"18E38'27""","54N22'34""",WGS84,0.3981071705534972,158.0,18.640833,54.376111,POINT (18.640833 54.376111)
RMF Classic,"Gdańsk, ul. Grunwaldzka 472",88.4,"18E34'14""","54N24'12""",WGS84,0.3981071705534972,170.0,18.570556,54.403333,POINT (18.570556 54.403333)
Radio Maryja,Gdańsk ul. Swojska 9,88.9,"18E38'27""","54N22'34""",WGS84,1.9952623149688797,150.0,18.640833,54.376111,POINT (18.640833 54.376111)
PR II,"80-900 Gdańsk, ul. Wiślna 6/16",89.5,"18E38'34""","54N22'35""",WGS84,1.0,161.0,18.642778,54.376389,POINT (18.642778 54.376389)
Program 2,"Gdańsk, ul. Wiślna 6",89.5,"18E38'25""","54N22'43""",WGS84,1.0,199.0,18.640278,54.378611,POINT (18.640278 54.378611)
ESKA Trójmiasto,"Gdynia, ul. Pucka 118",90.7,"18E28'44""","54N33'11""",WGS84,1.9952623149688797,130.0,18.478889,54.553056,POINT (18.478889 54.553056)
ESKA Trójmiasto,"Gdynia, ul. Pucka 118",90.7,"18E28'44""","54N33'11""",WGS84,1.9952623149688797,130.0,18.478889,54.553056,POINT (18.478889 54.553056)
Katolicka Rozgłośnia Diecezji Pelplińskiej - RADIO GŁOS,Pelplin ul. Mickiewicza 21,91.4,"18E42'01""","53N55'31""",WGS84,1.0,100.0,18.700278,53.925278,POINT (18.700278 53.925278)
Antyradio,"Gdańsk, ul. Wiślna 6",92.0,"18E38'27""","54N22'34""",WGS84,1.0,161.0,18.640833,54.376111,POINT (18.640833 54.376111)
Antyradio,"Gdańsk, ul. Wiślna 6",92.0,"18E38'27""","54N22'34""",WGS84,1.0,161.0,18.640833,54.376111,POINT (18.640833 54.376111)
RMF FM,Elbląg ul. Królewiecka 217,92.6,"19E26'08""","54N11'03""",WGS84,0.1513561248436208,55.0,19.435556,54.184167,POINT (19.435556 54.184167)
PR IV,"Gdańsk, ul. Wiślna 6/16",93.4,"18E38'34""","54N22'35""",WGS84,0.09999999999999998,161.0,18.642778,54.376389,POINT (18.642778 54.376389)
Program 4 - Polskie Radio 24,Gdańsk ul. Wiślna 6,93.4,"18E38'25""","54N22'43""",WGS84,0.09999999999999998,202.0,18.640278,54.378611,POINT (18.640278 54.378611)
ESKA Trójmiasto,Gdańsk ul Wiślna 6,94.6,"18E38'27""","54N22'34""",WGS84,1.0,190.0,18.640833,54.376111,POINT (18.640833 54.376111)
TOK FM - Pierwsze Radio Informacyjne,"Gdynia, ul. Kołłątaja 1",95.2,"18E31'37""","54N31'15""",WGS84,1.0,61.0,18.526944,54.520833,POINT (18.526944 54.520833)
RMF MAXXX - Trójmiasto,"Gdańsk, ul. Grunwaldzka 472",96.4,"18E34'14""","54N24'12""",WGS84,1.0,170.0,18.570556,54.403333,POINT (18.570556 54.403333)
PR II,"Gdynia, ul. Pucka 118",97.2,"18E28'51""","54N33'12""",WGS84,1.9952623149688797,128.0,18.480833,54.553333,POINT (18.480833 54.553333)
Program 2,Gdynia ul. Pucka 118,97.2,"18E28'51""","54N33'12""",WGS84,1.9952623149688797,128.0,18.480833,54.553333,POINT (18.480833 54.553333)
TOK FM - Pierwsze Radio Informacyjne,"Gdańsk, ul. Wiślna 6/16",97.8,"18E38'27""","54N22'34""",WGS84,0.5011872336272722,180.0,18.640833,54.376111,POINT (18.640833 54.376111)
TOK FM - Pierwsze Radio Informacyjne,"Gdańsk, ul. Wały Piastowskie 1",97.8,"18E38'47""","54N21'30""",WGS84,0.34673685045253144,90.0,18.646389,54.358333,POINT (18.646389 54.358333)
"Radio Trefl 103 i 99,2 Złote Przeboje","Gdynia, ul. Kołłątaja 1",99.2,"18E31'30""","54N31'14""",WGS84,0.5011872336272722,57.0,18.525,54.520556,POINT (18.525 54.520556)
Antyradio,"Gdynia, ul. Bosmańska 51",101.1,"18E32'03""","54N32'49""",WGS84,0.5011872336272722,55.0,18.534167,54.546944,POINT (18.534167 54.546944)
Antyradio,"Gdynia Oksywie, ul. Bosmańska 51",101.1,"18E32'09""","54N32'42""",WGS84,0.7943282347242815,55.0,18.535833,54.545,POINT (18.535833 54.545)
Radio Maryja,Gdynia ul. Chwarznieńska 136,102.3,"18E29'52""","54N29'58""",WGS84,0.19952623149688797,45.0,18.497778,54.499444,POINT (18.497778 54.499444)
"Radio Trefl 103 i 99,2 Złote Przeboje","Gdańsk, ul. Wiślna 6",103.0,"18E38'27""","54N22'34""",WGS84,1.9952623149688797,180.0,18.640833,54.376111,POINT (18.640833 54.376111)
"Radio Trefl 103 i 99,2 Złote Przeboje","Gdańsk, ul. Wały Piastowskie 1",103.0,"18E38'47""","54N21'30""",WGS84,0.34673685045253144,90.0,18.646389,54.358333,POINT (18.646389 54.358333)
VOX FM,"Gdańsk, ul. Wiślna 6",104.4,"18E38'27""","54N22'34""",WGS84,1.0,122.0,18.640833,54.376111,POINT (18.640833 54.376111)
VOX FM,"Gdynia, ul. Pucka 118",105.6,"18E28'44""","54N33'11""",WGS84,1.0,130.0,18.478889,54.553056,POINT (18.478889 54.553056)
VOX FM,"Gdynia, ul. Pucka 118",105.6,"18E28'44""","54N33'11""",WGS84,1.0,130.0,18.478889,54.553056,POINT (18.478889 54.553056)
RMF MAXXX - Trójmiasto,"Gdynia Oksywie, ul. Bosmańska 51",106.7,"18E32'03""","54N32'49""",WGS84,3.0199517204020143,51.0,18.534167,54.546944,POINT (18.534167 54.546944)
RMF MAXXX Śląsk,"Zabrze, ul. Wolności 416",88.1,"18E48'44""","50N17'57""",WGS84,1.0,195.0,18.812222,50.299167,POINT (18.812222 50.299167)
Radio Piekary,"Radzionków, ul. Wawelska",88.7,"18E54'47""","50N23'02""",WGS84,1.0,120.0,18.913056,50.383889,POINT (18.913056 50.383889)
"Złote Przeboje Karolina 91,2 FM","Siemianowice Śląskie, ul. Siemianowicka 60",91.2,"19E03'16""","50N17'19""",WGS84,1.9952623149688797,195.0,19.054444,50.288611,POINT (19.054444 50.288611)
"Złote Przeboje Karolina 91,2 FM","Będzin, ul. Żeromskiego dz.23/5",91.2,"19E07'19""","50N18'27""",WGS84,3.0199517204020143,92.0,19.121944,50.3075,POINT (19.121944 50.3075)
Chilli ZET Katowice/Chilli ZET,Siemianowice Śląskie,93.6,"19E03'16""","50N17'09""",WGS84,0.19952623149688797,190.0,19.054444,50.285833,POINT (19.054444 50.285833)
"Radio POGODA 94,5 FM",Katowice Kosztowy,94.5,"19E06'59""","50N11'19""",WGS84,0.5011872336272722,238.0,19.116389,50.188611,POINT (19.116389 50.188611)
"Meloradio 95,1","Zabrze, ul. Wolności 416",95.1,"18E48'44""","50N17'57""",WGS84,1.0,195.0,18.812222,50.299167,POINT (18.812222 50.299167)
Program 4 - Polskie Radio 24,"41-100 Siemianowice Śląskie, ul. Olimpijska 14",95.9,"19E01'14""","50N18'15""",WGS84,0.09999999999999998,131.0,19.020556,50.304167,POINT (19.020556 50.304167)
TOK FM - Pierwsze Radio Informacyjne,"Siemianowice Śląskie, ul. Siemianowicka 60",97.4,"19E03'16""","50N17'19""",WGS84,1.0,200.0,19.054444,50.288611,POINT (19.054444 50.288611)
ESKA Śląsk,Katowice Kosztowy,99.1,"19E06'59""","50N11'19""",WGS84,0.30199517204020165,238.0,19.116389,50.188611,POINT (19.116389 50.188611)
Radio ZET,Katowice Kosztowy,102.8,"19E06'59""","50N11'19""",WGS84,5.011872336272723,218.0,19.116389,50.188611,POINT (19.116389 50.188611)
Radio ZET,Katowice Kosztowy,102.8,"19E06'59""","50N11'19""",WGS84,5.011872336272723,218.0,19.116389,50.188611,POINT (19.116389 50.188611)
Radio Maryja,Olkusz ul. Szpitalna 1,104.6,"19E32'32""","50N17'12""",WGS84,0.19952623149688797,45.0,19.542222,50.286667,POINT (19.542222 50.286667)
Program 4 - Polskie Radio 24,Kielce Góra Telegraf,87.6,"20E38'33""","50N50'17""",WGS84,0.09999999999999998,64.0,20.6425,50.838056,POINT (20.6425 50.838056)
RMF MAXXX,"Końskie, ul. Gimnazjalna",89.7,"20E23'38""","51N11'41""",WGS84,0.09999999999999998,22.0,20.393889,51.194722,POINT (20.393889 51.194722)
Radio Regionalne,"Kielce, ul. Targowa 18",90.4,"20E35'56""","50N52'34""",WGS84,0.251188643150958,89.0,20.598889,50.876111,POINT (20.598889 50.876111)
muzo.fm,"Kielce, ul. Hubalczyków 30",92.9,"20E36'58""","50N53'53""",WGS84,0.19952623149688797,213.0,20.616111,50.898056,POINT (20.616111 50.898056)
TOK FM - Pierwsze Radio Informacyjne,"Kielce, ul. Hubalczyków 30",94.9,"20E36'58""","50N53'53""",WGS84,1.0,200.0,20.616111,50.898056,POINT (20.616111 50.898056)
TOK FM - Pierwsze Radio Informacyjne,"Kielce, ul. Hubalczyków 30",94.9,"20E36'58""","50N53'53""",WGS84,1.0,200.0,20.616111,50.898056,POINT (20.616111 50.898056)
VOX FM,Kielce Wzgórze Telegraf,95.5,"20E38'40""","50N50'29""",WGS84,0.19952623149688797,60.0,20.644444,50.841389,POINT (20.644444 50.841389)
VOX FM,Kielce Wzgórze Telegraf,95.5,"20E38'40""","50N50'29""",WGS84,0.19952623149688797,60.0,20.644444,50.841389,POINT (20.644444 50.841389)
RMF MAXXX,"Kielce, ul. Hubalczyków 30",98.0,"20E36'58""","50N53'53""",WGS84,0.09999999999999998,200.0,20.616111,50.898056,POINT (20.616111 50.898056)
Program 4 - Polskie Radio 24,"Starachowice, ul. Kościelna 100",98.6,"21E06'01""","51N03'02""",WGS84,0.09999999999999998,61.0,21.100278,51.050556,POINT (21.100278 51.050556)
RMF MAXXX,"Pińczów, ul. Przemysłowa 11",99.8,"20E31'33""","50N31'33""",WGS84,0.09999999999999998,40.0,20.525833,50.525833,POINT (20.525833 50.525833)
Radio Rekord Kielce,"Kielce, ul. Hubalczyków 30",100.8,"20E36'59""","50N53'51""",WGS84,5.011872336272723,188.0,20.616389,50.8975,POINT (20.616389 50.8975)
ESKA Starachowice,Starachowice,102.1,"21E04'39""","51N03'01""",WGS84,0.09999999999999998,50.0,21.0775,51.050278,POINT (21.0775 51.050278)
Program 2,Kielce Góra Telegraf,102.7,"20E38'33""","50N50'17""",WGS84,1.0,57.0,20.6425,50.838056,POINT (20.6425 50.838056)
ESKA Kielce,"Kielce, ul. Hubalczyków 30",103.3,"20E36'59""","50N53'52""",WGS84,1.0,200.0,20.616389,50.897778,POINT (20.616389 50.897778)
Meloradio Kielce,Kielce,103.9,"20E38'33""","50N50'17""",WGS84,1.0,55.0,20.6425,50.838056,POINT (20.6425 50.838056)
WAWA Kielce,"Kielce, ul. Hubalczyków 30",104.6,"20E36'58""","50N53'53""",WGS84,0.09999999999999998,200.0,20.616111,50.898056,POINT (20.616111 50.898056)
Radio eM Kielce,Kielce ul. Hubalczyków 30,107.9,"20E37'03""","50N53'49""",WGS84,1.0,205.0,20.6175,50.896944,POINT (20.6175 50.896944)
PR IV,"75-438 Koszalin, ul. Słupska 14",92.8,"16E13'42""","54N12'15""",WGS84,0.30199517204020165,87.0,16.228333,54.204167,POINT (16.228333 54.204167)
Radio PLUS Koszalin,Kołobrzeg ul. Kołłątaja 3,93.3,"15E35'13""","54N10'53""",WGS84,0.09999999999999998,63.0,15.586944,54.181389,POINT (15.586944 54.181389)
VOX FM,"Koszalin, ul. Mieszka I",95.4,"16E09'28""","54N11'39""",WGS84,0.5011872336272722,114.0,16.157778,54.194167,POINT (16.157778 54.194167)
Radio Regionalne,Koszalin Góra Chełmska,97.8,"16E13'35""","54N12'14""",WGS84,0.09999999999999998,66.0,16.226389,54.203889,POINT (16.226389 54.203889)
Antyradio,Koszalin Góra Chełmska,106.9,"16E13'35""","54N12'14""",WGS84,0.09999999999999998,87.0,16.226389,54.203889,POINT (16.226389 54.203889)
Antyradio,Koszalin Góra Chełmska,106.9,"16E13'35""","54N12'14""",WGS84,0.09999999999999998,87.0,16.226389,54.203889,POINT (16.226389 54.203889)
RMF Classic,"Kraków, al. Waszyngtona 1",87.8,"19E53'49""","50N03'31""",WGS84,1.0,45.0,19.896944,50.058611,POINT (19.896944 50.058611)
Radio Maryja,Kraków,90.6,"20E05'33""","50N04'59""",WGS84,5.011872336272723,130.0,20.0925,50.083056,POINT (20.0925 50.083056)
"Złote Przeboje Wanda 92,5 FM","Kraków, ul. Malczewskiego",92.5,"19E54'25""","50N03'01""",WGS84,1.0,102.0,19.906944,50.050278,POINT (19.906944 50.050278)
"Złote Przeboje Wanda 92,5 FM","Kraków, ul. Malczewskiego",92.5,"19E54'25""","50N03'01""",WGS84,1.0,102.0,19.906944,50.050278,POINT (19.906944 50.050278)
"Złote Przeboje Wanda 92,5 FM","Kraków, ul. Rakowicka 18A",92.5,"19E57'08""","50N04'07""",WGS84,0.19952623149688797,35.0,19.952222,50.068611,POINT (19.952222 50.068611)
Chilli Zet,"Kraków, Al. Pokoju 1",93.7,"19E57'38""","50N03'26""",WGS84,1.5848931924611136,92.0,19.960556,50.057222,POINT (19.960556 50.057222)
ESKA Kraków,"Kraków, ul. Malczewskiego 45",97.7,"19E54'25""","50N03'01""",WGS84,1.0,112.0,19.906944,50.050278,POINT (19.906944 50.050278)
ESKA Kraków,"Kraków, ul. Malczewskiego 45",97.7,"19E54'25""","50N03'01""",WGS84,1.0,108.0,19.906944,50.050278,POINT (19.906944 50.050278)
Famka,"Kraków, Al. Pokoju 1",100.5,"19E57'38""","50N03'26""",WGS84,1.0,92.0,19.960556,50.057222,POINT (19.960556 50.057222)
Antyradio,Kraków Krzemionki,101.0,"19E56'46""","50N02'20""",WGS84,1.0,56.0,19.946111,50.038889,POINT (19.946111 50.038889)
"Radio Pogoda 102,4 FM","Kraków, ul. Malczewskiego 45",102.4,"19E54'25""","50N03'01""",WGS84,1.0,102.0,19.906944,50.050278,POINT (19.906944 50.050278)
"Radio Pogoda 102,4 FM","Kraków, ul. Malczewskiego 45",102.4,"19E54'25""","50N03'01""",WGS84,1.0,102.0,19.906944,50.050278,POINT (19.906944 50.050278)
"Radio Pogoda 102,4 FM","Kraków, ul. Rakowicka 18",102.4,"19E57'08""","50N04'07""",WGS84,0.19952623149688797,35.0,19.952222,50.068611,POINT (19.952222 50.068611)
TOK FM - Pierwsze Radio Informacyjne,"Kraków, ul. Krzemionki 29",102.9,"19E56'46""","50N02'20""",WGS84,3.0199517204020143,56.0,19.946111,50.038889,POINT (19.946111 50.038889)
TOK FM - Pierwsze Radio Informacyjne,"Kraków, ul. Rakowicka 18",102.9,"19E57'08""","50N04'07""",WGS84,3.0199517204020143,35.0,19.952222,50.068611,POINT (19.952222 50.068611)
muzo.fm,"Kraków, Al. Pokoju 1",104.9,"19E57'38""","50N03'26""",WGS84,1.2589254117941673,92.0,19.960556,50.057222,POINT (19.960556 50.057222)
VOX FM,"Kraków, ul. Malczewskiego 45",107.0,"19E54'25""","50N03'01""",WGS84,1.5848931924611136,112.0,19.906944,50.050278,POINT (19.906944 50.050278)
VOX FM,"Kraków, ul. Malczewskiego 45",107.0,"19E54'25""","50N03'01""",WGS84,1.5848931924611136,112.0,19.906944,50.050278,POINT (19.906944 50.050278)
VOX FM,"Kraków, ul. Malczewskiego 45",107.0,"19E54'25""","50N03'01""",WGS84,1.5848931924611136,112.0,19.906944,50.050278,POINT (19.906944 50.050278)
Radio Lokalne," Lublin, ul. Raabego 2a",89.9,"22E32'48""","51N14'39""",WGS84,1.0,95.0,22.546667,51.244167,POINT (22.546667 51.244167)
Program 2,Lublin ul Inżynierska 4,91.8,"22E33'28""","51N12'57""",WGS84,0.19952623149688797,151.0,22.557778,51.215833,POINT (22.557778 51.215833)
TOK FM - Pierwsze Radio Informacyjne,"Lublin, ul. Mełgiewska 7-9",93.8,"22E36'01""","51N14'30""",WGS84,0.5011872336272722,120.0,22.600278,51.241667,POINT (22.600278 51.241667)
TOK FM - Pierwsze Radio Informacyjne,"Lublin, ul. Mełgiewska 7-9",93.8,"22E36'01""","51N14'30""",WGS84,0.5011872336272722,120.0,22.600278,51.241667,POINT (22.600278 51.241667)
"Złote Przeboje Puls 95,6 FM","Lublin, ul. Mełgiewska 7-9",95.6,"22E36'01""","51N14'30""",WGS84,1.0,120.0,22.600278,51.241667,POINT (22.600278 51.241667)
"Złote Przeboje Puls 95,6 FM","Lublin, ul. Krakowskie Przedmieście 21",95.6,"22E33'47""","51N14'53""",WGS84,0.19952623149688797,18.0,22.563056,51.248056,POINT (22.563056 51.248056)
Akademickie Radio Centrum,"Lublin, Pl. M. Curie-Skłodowskiej 5",98.2,"22E32'16""","51N14'43""",WGS84,0.09999999999999998,98.0,22.537778,51.245278,POINT (22.537778 51.245278)
